TRACE_SEQUENCE_LINE,TRACE_SEQUENCE_FILE,FieldRecord,TraceNumber,EnergySourcePoint,CDP,CDP_TRACE,TraceIdentificationCode,NSummedTraces,NStackedTraces,DataUse,offset,ReceiverGroupElevation,SourceSurfaceElevation,SourceDepth,ReceiverDatumElevation,SourceDatumElevation,SourceWaterDepth,GroupWaterDepth,ElevationScalar,SourceGroupScalar,SourceX,SourceY,GroupX,GroupY,CoordinateUnits,WeatheringVelocity,SubWeatheringVelocity,SourceUpholeTime,GroupUpholeTime,SourceStaticCorrection,GroupStaticCorrection,TotalStaticApplied,LagTimeA,LagTimeB,DelayRecordingTime,MuteTimeStart,MuteTimeEND,TRACE_SAMPLE_COUNT,TRACE_SAMPLE_INTERVAL,GainType,InstrumentGainConstant,InstrumentInitialGain,Correlated,SweepFrequencyStart,SweepFrequencyEnd,SweepLength,SweepType,SweepTraceTaperLengthStart,SweepTraceTaperLengthEnd,TaperType,AliasFilterFrequency,AliasFilterSlope,NotchFilterFrequency,NotchFilterSlope,LowCutFrequency,HighCutFrequency,LowCutSlope,HighCutSlope,YearDataRecorded,DayOfYear,HourOfDay,MinuteOfHour,SecondOfMinute,TimeBaseCode,TraceWeightingFactor,GeophoneGroupNumberRoll1,GeophoneGroupNumberFirstTraceOrigField,GeophoneGroupNumberLastTraceOrigField,GapSize,OverTravel,CDP_X,CDP_Y,INLINE_3D,CROSSLINE_3D,ShotPoint,ShotPointScalar,TraceValueMeasurementUnit,TransductionConstantMantissa,TransductionConstantPower,TransductionUnit,TraceIdentifier,ScalarTraceHeader,SourceType,SourceEnergyDirectionMantissa,SourceEnergyDirectionExponent,SourceMeasurementMantissa,SourceMeasurementExponent,SourceMeasurementUnit,UnassignedInt1,UnassignedInt2,i,j
23,5477,1754,25,1754,1322,1322,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244619,64696,2244619,64696,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,64696,1754,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,22
24,5478,1754,25,1754,1323,1323,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244619,64806,2244619,64806,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,64806,1754,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23
25,5479,1754,26,1754,1324,1324,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244619,64916,2244619,64916,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,64916,1754,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24
26,5480,1754,1631,1754,1325,1325,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244619,65026,2244619,65026,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,65026,1754,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,25
27,5481,1754,1631,1754,1326,1326,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244619,65136,2244619,65136,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,65136,1754,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,26
28,5482,1754,1635,1754,1327,1327,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244619,65246,2244619,65246,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,65246,1754,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,27
29,5483,1754,1636,1754,1328,1328,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2244619,65356,2244619,65356,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244619,65356,1754,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,28
30,5484,1754,27,1754,1329,1329,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244620,65466,2244620,65466,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,65466,1754,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,29
31,5485,1754,1638,1754,1330,1330,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244620,65576,2244620,65576,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,65576,1754,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30
32,5486,1754,1639,1754,1331,1331,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244620,65686,2244620,65686,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,65686,1754,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31
33,5487,1754,1739,1754,1332,1332,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244620,65796,2244620,65796,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,65796,1754,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,32
34,5488,1754,1740,1754,1333,1333,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2244620,65906,2244620,65906,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,65906,1754,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33
35,5489,1754,1740,1754,1334,1334,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2244620,66016,2244620,66016,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,66016,1754,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,34
36,5490,1754,1758,1754,1335,1335,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2244620,66126,2244620,66126,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,66126,1754,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,35
37,5491,1754,1759,1754,1336,1336,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244620,66236,2244620,66236,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244620,66236,1754,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36
38,5492,1754,1760,1754,1337,1337,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244621,66346,2244621,66346,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,66346,1754,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,37
39,5493,1754,1760,1754,1338,1338,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244621,66456,2244621,66456,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,66456,1754,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,38
40,5494,1754,178,1754,1339,1339,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244621,66566,2244621,66566,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,66566,1754,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,39
41,5495,1754,1623,1754,1340,1340,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244621,66676,2244621,66676,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,66676,1754,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,40
42,5496,1754,179,1754,1341,1341,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244621,66786,2244621,66786,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,66786,1754,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41
43,5497,1754,181,1754,1342,1342,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244621,66896,2244621,66896,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,66896,1754,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42
44,5498,1754,181,1754,1343,1343,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244621,67006,2244621,67006,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,67006,1754,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,43
45,5499,1754,183,1754,1344,1344,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244621,67116,2244621,67116,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244621,67116,1754,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44
46,5500,1754,183,1754,1345,1345,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67226,2244622,67226,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67226,1754,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,45
47,5501,1754,167,1754,1346,1346,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67336,2244622,67336,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67336,1754,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46
48,5502,1754,1589,1754,1347,1347,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67446,2244622,67446,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67446,1754,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47
49,5503,1754,1590,1754,1348,1348,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67556,2244622,67556,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67556,1754,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,48
50,5504,1754,1591,1754,1349,1349,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67666,2244622,67666,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67666,1754,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49
51,5505,1754,1592,1754,1350,1350,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67776,2244622,67776,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67776,1754,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50
52,5506,1754,1777,1754,1351,1351,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244622,67886,2244622,67886,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244622,67886,1754,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51
53,5507,1754,1778,1754,1352,1352,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244623,67996,2244623,67996,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,67996,1754,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,52
54,5508,1754,1122,1754,1353,1353,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68106,2244623,68106,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68106,1754,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53
55,5509,1754,1122,1754,1354,1354,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68216,2244623,68216,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68216,1754,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
56,5510,1754,1122,1754,1355,1355,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68326,2244623,68326,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68326,1754,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55
57,5511,1754,1124,1754,1356,1356,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68436,2244623,68436,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68436,1754,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56
58,5512,1754,1124,1754,1357,1357,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68546,2244623,68546,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68546,1754,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57
59,5513,1754,1752,1754,1358,1358,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68656,2244623,68656,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68656,1754,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58
60,5514,1754,1752,1754,1359,1359,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2244623,68766,2244623,68766,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244623,68766,1754,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59
61,5515,1754,1755,1754,1360,1360,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244624,68876,2244624,68876,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,68876,1754,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,60
62,5516,1754,1755,1754,1361,1361,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244624,68986,2244624,68986,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,68986,1754,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61
63,5517,1754,1757,1754,1362,1362,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2244624,69096,2244624,69096,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,69096,1754,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,62
64,5518,1754,1757,1754,1363,1363,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244624,69206,2244624,69206,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,69206,1754,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,63
65,5519,1754,1759,1754,1364,1364,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244624,69316,2244624,69316,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,69316,1754,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64
66,5520,1754,1759,1754,1365,1365,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244624,69426,2244624,69426,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,69426,1754,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65
67,5521,1754,166,1754,1366,1366,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244624,69536,2244624,69536,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,69536,1754,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,66
68,5522,1754,72,1754,1367,1367,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2244624,69646,2244624,69646,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244624,69646,1754,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,67
69,5523,1754,72,1754,1368,1368,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244625,69756,2244625,69756,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,69756,1754,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,68
70,5524,1754,72,1754,1369,1369,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2244625,69866,2244625,69866,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,69866,1754,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,69
71,5525,1754,1755,1754,1370,1370,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244625,69976,2244625,69976,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,69976,1754,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,70
72,5526,1754,1753,1754,1371,1371,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244625,70086,2244625,70086,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,70086,1754,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71
73,5527,1754,2080,1754,1372,1372,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2244625,70196,2244625,70196,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,70196,1754,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,72
74,5528,1754,2080,1754,1373,1373,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244625,70306,2244625,70306,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,70306,1754,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,73
75,5529,1754,2080,1754,1374,1374,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2244625,70416,2244625,70416,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,70416,1754,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,74
76,5530,1754,75,1754,1375,1375,1,35,0,0,0,0,0,0,0,0,0,0,1,1,2244625,70526,2244625,70526,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244625,70526,1754,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,75
77,5531,1754,1742,1754,1376,1376,1,34,0,0,0,0,0,0,0,0,0,0,1,1,2244626,70636,2244626,70636,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,70636,1754,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,76
78,5532,1754,80,1754,1377,1377,1,34,0,0,0,0,0,0,0,0,0,0,1,1,2244626,70746,2244626,70746,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,70746,1754,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,77
79,5533,1754,79,1754,1378,1378,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2244626,70856,2244626,70856,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,70856,1754,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,78
80,5534,1754,19,1754,1379,1379,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244626,70966,2244626,70966,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,70966,1754,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,79
81,5535,1754,19,1754,1380,1380,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244626,71076,2244626,71076,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,71076,1754,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,80
82,5536,1754,19,1754,1381,1381,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2244626,71186,2244626,71186,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,71186,1754,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,81
83,5537,1754,1530,1754,1382,1382,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2244626,71296,2244626,71296,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244626,71296,1754,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,82
84,5538,1754,1532,1754,1383,1383,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244627,71406,2244627,71406,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244627,71406,1754,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83
85,5539,1754,1532,1754,1384,1384,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2244627,71516,2244627,71516,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244627,71516,1754,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,84
